post,prefLabel,obsession_first_checker,obsession_second_checker,obsession_third_checker,compulsion_first_checker,compulsion_second_checker,compulsion_third_checker,postAnnotations,mergedAnnotations,Compulsion exp,Obsession exp,agreed_obsession_label,agreed_compulsion_label
15 year ocd aspergers thing 27 extremely hard diagnose adult due learned behavior compensate social interaction deficit everything known torn apart instead something affected everyday may told something actually control going identity would erased basing warrant assessment fact contrasting deep interest knowledge field study computer science social psychological game theory fact know word feeling emotionally easily identify emotion expression others without noting direction fact everything seems like background noise need see mouth fully know someone said see every pun innuendo catchphrase talk loud enough hear everyone else hears mumbling pedantic person come fact correct everyone tangential thought process constantly oh phonological paraphasia missed like going ok disorder change name issue remain say fault need help,"['OCD', 'behavior', 'interest', 'Thought', 'aphasia', 'entity', 'process']",0,0,0,0,0,0.0,['thought'],"['ocd', 'aphasia', 'entity', 'interest', 'behavior', 'thought', 'process']",,,0,0
feeling guilty quite work shift figure ocd top rose doctor might getting killed edited june 16 2006 guest,"['guilt', 'OCD']",0,0,0,0,0,0.0,[],"['ocd', 'guilt']",,,0,0
soo since e day monday begging mercy seen daily mental health nurse tues wed psychiatrist visited today nurse completely honest going obsessive thought racing heart constant feeling dread idea suicide self harm excessive guilt sweating constant sicky feeling abusing prescription drug said effexor mirtizipine might right looked kind forced doc give 5 year ago reducing switching pregbalin anafranil coming week month trialing thing start feel better still feeling cynical sick tummy bit hopeful thing might finally changing better also took blood sample investigate physcial problem like much haemogoblin etc relief meet people genuinely concerned usual shut get mentality ignorance,"['site', 'Thought', 'anxiety', 'anxiety', 'guilt', 'sweating', 'itching', 'hope']",0,0,0,0,0,0.0,"['thought', 'excessive', 'obsessive thought', 'obsessive']","['itching', 'excessive', 'obsessive', 'sweating', 'site', 'thought', 'obsessive thought', 'anxiety', 'hope', 'guilt']",1.0,1.0,1,1
hey hope coping okay today starting see light end see listening collide day thought ocd even best fall sometimes doubt fill mind http bless xx edited may 12 2009 guest,"['hope', 'Thought', 'OCD', 'fall']",1,1,0,0,0,0.0,['thought'],"['hope', 'ocd', 'fall', 'thought']",,,1,0
alot ocd put category excessive hand washing thing hoarding thing thing extensive mixed bag ocd hard pin one thing went ocd conference london year ago severe difficulty deciding go bit everything give brief account typical day may go keep brief get get bathroom first thing thing tap turn tap take aaaaaaaaaaaaaaages turn turn age taken fill bucket water time week jug basin use cold getting dressed take 20 minute half hour talking figuring wear talking putting pair trouser top bad putting bra clasp business end sleeping end one obviously change get work last thing night first thing take time leave house hve ritual thing look light mirror lamp floor say bye many time madness say bye pet sort way say little prayer thing like ashley religious outside door say bye pet another say 5 minute make sure look go shut door swing door back forth countless time satisfied locking simple wash dress say bye animal lock door take nearly 2 hour every morning use squeezy bottle anything washing liquid shampoo bubblebath squeeze nearly stuff use cost fortune wow right card table completely everyone see please please someone please tell endure thing pure bit everything thanks xxxx,"['bathroom', 'getting dressed', 'outside', 'talking', 'OCD']",1,1,0,1,1,0.0,"['washing', 'ritual', 'excessive hand washing', 'excessive']","['ocd', 'getting dressed', 'washing', 'excessive hand washing', 'excessive', 'talking', 'ritual', 'bathroom', 'outside']",1.0,,1,1
want die,[],0,0,0,0,0,0.0,[],[],,,0,0
upset,[],0,0,0,0,0,0.0,[],[],,,0,0
finding ocd hard week helpsmilie edited january 17 2008 guest,['OCD'],0,1,1,0,0,0.0,[],['ocd'],,,0,0
hi feeling really lack friend living alone lack big family christmas december 6th diagnosed diabetes bit blow obvious problem diabetes medication olanzapine changed aripiprozole olanzapine cause diabetes well worsen 4 day transition starting get ruminating thought delve depth brain trying find reason everything go wrong life thought trying explain 1 friend life 200 mile away lived alone nearly 4 year ever girlfriend lasted 10 minute thought like meant thing meant something else destined alone supernatural reason trying let thought pas mind without fighting seems end thought trail thought trail keep evolving rest getting thing head,"['Medication', 'Thought']",0,0,0,0,0,0.0,['thought'],"['medication', 'thought']",,,0,0
friend get cold sore shared drink straw straw got mixed actually cold sore time worried may still possibly get one lip feel strange also kissed cheek friend could catch anything,[],1,1,0,0,1,1.0,[],[],,,1,0
hiya anyone feel like mind racing think straight,[],0,0,0,0,0,0.0,[],[],,,0,0
know else put subject bad week put internet ban googling like mad woman ocd huuuuuuuuuuuuuge spike got head cold sinus congestion convinced hiv last incident posted went little bit crazy think sat til 2 3 every morning searching internet get kid 7 school add ocd tiredness pretty little better today hence allowed come feel lonely scared almost tear writing think better wham hit hard tired wish would go away dream going sleep waking free nightmare know pick constant ups down idea really scared xx,"['congestion', 'tiredness', 'writing', 'OCD']",1,0,0,0,0,0.0,['spike'],"['ocd', 'spike', 'tiredness', 'congestion', 'writing']",,1.0,1,0
want die right hate looking like sickening nothing change disgusting face bdd pure ugliness,['disgust'],0,0,0,0,0,0.0,[],['disgust'],,,0,0
stopped sertraline three week ago still really bad mood swing taking people feel like going reply want lecture going doctor gone doctor coming go doctor coming going doctor feel like already reply something helpful nice say,[],1,1,1,0,0,0.0,[],[],,,1,0
feeling ok hanged daughter panicking like crazy yet understand happens changed bum thought touch really strong felt like going fastening nappy hard every time unfastened redo properly made feel like go touch anxiety really high ocd make feel like could second like try think feel real like going decide thought image feel like want feel like going matter time know,"['anxiety', 'anxiety', 'OCD', 'Thought']",0,0,0,0,0,0.0,"['image', 'thought']","['anxiety', 'ocd', 'image', 'thought']",,,0,0
